,id,word,frequency,duration,reaction_time,response,subject,accuracy
66,176,kwarp,none,0.5111791383219955,0.7185092000290751,m,2,1
67,114,gesmalpt,none,0.8913605442176871,0.9594508000882342,m,2,1
68,101,millag,none,0.5752380952380952,0.6395666999742389,m,2,1
69,146,gewunnen,none,0.5544671201814059,0.7332350000506267,m,2,1
70,178,gimmel,none,0.4918140589569161,0.7064337999327108,m,2,1
71,50,gisten,LF,0.5466213151927438,1.0431116999825465,z,2,1
72,179,monen,none,0.4788888888888889,0.6023928000358865,m,2,1
73,100,kom,HF,0.2878458049886621,0.7351540999952704,m,2,0
74,157,udel,none,0.35630385487528343,0.6924154999433085,m,2,1
75,75,vroeg,HF,0.5487074829931973,0.7840777999954298,z,2,1
76,136,kumus,none,0.5232879818594104,0.5984708999749273,m,2,1
77,167,pectars,none,0.6901814058956917,0.8176807999843732,m,2,1
78,21,schuiten,LF,0.6056009070294784,0.7491326000308618,m,2,0
79,166,mijk,none,0.5443537414965987,0.690736599965021,m,2,1
80,3,imams,LF,0.653968253968254,0.798390100011602,z,2,1
81,71,ogen,HF,0.4824036281179138,0.7942070999415591,z,2,1
82,200,fankel,none,0.5785260770975057,0.712194100022316,m,2,1
83,86,idee,HF,0.4575056689342404,0.6115152999991551,z,2,1
84,191,darboen,none,0.6270975056689342,0.6933813999639824,m,2,1
85,120,verke,none,0.5179818594104308,0.8835245000664145,m,2,1
86,130,bralat,none,0.6842176870748299,0.7008283999748528,m,2,1
87,22,spurt,LF,0.6664625850340136,0.7593677999684587,m,2,0
88,89,geweest,HF,0.7779138321995465,0.7447365999687463,z,2,1
89,35,margriet,LF,0.6709297052154195,0.6275343000888824,z,2,1
90,1,buidels,LF,0.7648752834467121,0.5899981999536976,z,2,1
91,53,boek,HF,0.4394104308390023,0.5612843000562862,z,2,1
92,98,had,HF,0.44421768707483,0.5542744999984279,z,2,1
93,25,ambten,LF,0.3910430839002267,0.6899589999811724,z,2,1
94,118,prookt,none,0.6648299319727892,0.8735423999605699,m,2,1
95,30,oker,LF,0.3913151927437642,0.7168445000424981,z,2,1
96,172,vlump,none,0.573469387755102,0.6521405000239611,m,2,1
97,34,gonsde,LF,0.6049886621315193,0.8379827999742702,z,2,1
98,141,kimensie,none,0.6669841269841271,0.7431847000261769,m,2,1
99,135,vlorken,none,0.5808390022675737,0.6739452999318019,m,2,1
100,97,zeg,HF,0.488843537414966,0.7179080999922007,z,2,1
101,7,rafel,LF,0.5744217687074828,0.6503529000328854,m,2,0
102,57,reden,HF,0.4158049886621315,0.7847240000264719,z,2,1
103,99,bij,HF,0.3325170068027211,0.792261999915354,z,2,1
104,76,wachten,HF,0.4697052154195011,0.7785640000365674,m,2,0
105,42,lome,LF,0.4866893424036281,0.973246100009419,m,2,0
106,104,goont,none,0.6195918367346939,0.867629999993369,m,2,1
107,117,groeken,none,0.4692290249433106,0.7556307999184355,m,2,1
108,158,rufel,none,0.5402267573696146,0.8584935999242589,m,2,1
109,196,rokan,none,0.6312244897959184,0.9400237000081688,m,2,1
110,82,morgen,HF,0.4886621315192744,0.7036839999491349,z,2,1
111,199,spodiel,none,0.7211791383219954,0.8184860999463126,m,2,1
112,134,vrijk,none,0.6648526077097505,0.6940352000528947,z,2,0
113,17,clusters,LF,0.7289569160997732,0.7005152000347152,z,2,1
114,37,rogge,LF,0.4180952380952381,0.7755964000243694,z,2,1
115,15,karpers,LF,0.6831292517006803,0.7472181000048295,z,2,1
116,180,kijs,none,0.5234920634920635,0.7267623000079766,m,2,1
117,49,bonkte,LF,0.4835600907029479,0.7967625999590382,z,2,1
118,126,zelijk,none,0.7470521541950114,0.9844508999958634,m,2,1
119,31,porde,LF,0.3671201814058957,0.8022352999541909,z,2,1
120,127,sluinen,none,0.6306575963718821,0.8925307000754401,m,2,1
121,121,nammer,none,0.3958503401360544,0.7159046999877319,m,2,1
122,148,kadders,none,0.5390929705215419,0.8741564999800175,m,2,1
123,68,soort,HF,0.6407256235827664,0.7722563000861555,z,2,1
124,11,stekken,LF,0.4987074829931973,1.166986700030975,m,2,0
125,64,bezig,HF,0.6209523809523809,0.7617533999728039,z,2,1
126,83,vraag,HF,0.615827664399093,0.9690737000200896,z,2,1
127,163,plond,none,0.5671655328798186,0.8032646999927238,z,2,0
128,197,zerder,none,0.5083673469387755,0.8289691999088973,m,2,1
129,92,moeder,HF,0.4240362811791383,0.7011312999529764,z,2,1
130,61,los,HF,0.5018140589569161,0.7532634000526741,z,2,1
131,187,gevupt,none,0.6875963718820862,0.7674785000272095,m,2,1
132,74,help,HF,0.4439455782312925,0.7209177000913769,z,2,1
133,149,leumen,none,0.4952834467120181,0.7385006999829784,m,2,1
134,185,drintels,none,0.7725396825396825,0.6337464998941869,m,2,1
135,87,ging,HF,0.39673469387755106,0.7942945000249892,z,2,1
136,63,begin,HF,0.4794784580498866,0.8033416999969631,m,2,0
137,145,bezans,none,0.7936507936507936,0.853227199986577,m,2,1
138,182,hormen,none,0.3752380952380953,0.6806410000426695,m,2,1
139,41,zolders,LF,0.7216780045351474,0.7516693000216037,z,2,1
140,36,metrum,LF,0.5541950113378685,0.8239208000013605,z,2,1
141,8,ratels,LF,0.8842857142857142,0.7697741000447422,z,2,1
142,113,vroel,none,0.5116326530612245,0.9841629000147804,m,2,1
143,144,ant,none,0.4819501133786848,1.068699000054039,m,2,1
144,90,wist,HF,0.5760997732426304,0.7122619000729173,z,2,1
145,133,gefruld,none,0.88281179138322,1.1084285998949779,m,2,1
146,186,brad,none,0.4661451247165533,0.733253400074318,z,2,0
147,26,beitels,LF,0.7305895691609977,0.7728341000620276,z,2,1
148,194,pruit,none,0.6024716553287982,0.7923244000412524,m,2,1
149,189,trorg,none,0.5636507936507936,0.9604622999904676,m,2,1
150,19,etui,LF,0.4205895691609977,0.6625307999784127,z,2,1
151,4,polders,LF,0.5961678004535147,0.6318349000066519,m,2,0
152,142,gardien,none,0.5500680272108843,0.6928547999123111,z,2,0
153,171,glijp,none,0.5592290249433106,0.9830197000410408,m,2,1
154,33,woei,LF,0.3439455782312925,0.8665757999988273,z,2,1
155,60,vallen,HF,0.3511791383219955,0.8664547000080347,z,2,1
156,96,zit,HF,0.45421768707483,0.9036181999836116,z,2,1
157,23,strotten,LF,0.5194104308390023,0.8426747999619693,z,2,1
158,137,smaan,none,0.5507256235827664,0.9055689999368042,m,2,1
159,69,sta,HF,0.4588888888888889,0.781908500008285,z,2,1
160,190,ploe,none,0.23392290249433104,0.7908303000731394,m,2,1
161,108,geslonden,none,0.7017006802721089,1.1864973999327049,m,2,1
162,116,plenk,none,0.4568707482993197,0.6727159000001848,z,2,0
163,102,labber,none,0.4050793650793651,1.1190773999551311,m,2,1
164,131,rogenten,none,0.6747845804988662,0.8818611999740824,m,2,1
165,95,dood,HF,0.5565986394557824,0.7354913000017405,z,2,1
166,2,hese,LF,0.5392517006802721,0.8953502000076696,z,2,1
167,123,kiemeten,none,0.6588888888888889,0.7108974000439048,m,2,1
168,52,hield,HF,0.5931519274376417,0.6461244999663904,z,2,1
169,128,kandola,none,0.5002040816326531,0.6953890000004321,m,2,1
170,47,venkel,LF,0.5343537414965986,1.016415600082837,z,2,1
171,103,brum,none,0.34331065759637186,0.9676046998938546,m,2,1
172,143,rakot,none,0.6866439909297052,0.7166567000094801,z,2,0
173,184,rieve,none,0.4558049886621315,1.355829700012691,m,2,1
174,40,topaas,LF,0.75421768707483,0.8932470000581816,m,2,0
175,29,lanen,LF,0.5240136054421769,1.2301819999702277,z,2,1
176,198,snarpen,none,0.6049886621315193,0.9504085000371559,m,2,1
177,51,plan,HF,0.3517687074829932,0.7275219999719411,m,2,0
178,32,suste,LF,0.6104761904761905,0.9450191999785602,z,2,1
179,112,breent,none,0.6899546485260771,0.8026393000036478,m,2,1
180,192,megen,none,0.4841723356009071,0.9411445000441744,m,2,1
181,18,deun,LF,0.4665532879818594,0.9588826000690459,m,2,0
182,195,pirrel,none,0.36117913832199533,0.7590119000524282,m,2,1
183,162,gebeikt,none,0.8473469387755102,0.8995821999851614,m,2,1
184,72,lekker,HF,0.3890249433106576,0.6447179999668151,z,2,1
185,139,stodeum,none,0.6441043083900226,0.8590329000726342,m,2,1
186,168,stiraal,none,0.7700453514739231,0.992127100005746,m,2,1
187,177,rons,none,0.5964625850340136,0.6398848999524489,z,2,0
188,43,stengels,LF,0.7586621315192744,0.8860771999461576,z,2,1
189,109,giep,none,0.4608390022675737,0.8127887999871746,m,2,1
190,28,klavier,LF,0.6192970521541951,0.7788576999446377,z,2,1
191,66,wakker,HF,0.4293424036281179,0.6466412000590935,z,2,1
192,111,kormel,none,0.4885487528344672,0.7220620000734925,m,2,1
193,94,gedaan,HF,0.6245578231292517,0.880796100012958,z,2,1
194,44,stram,LF,0.5876190476190476,0.839600499952212,m,2,0
195,170,moksen,none,0.514172335600907,0.8665402999613434,m,2,1
196,14,juffen,LF,0.4445124716553288,0.6559866000898182,z,2,1
197,110,women,none,0.4578684807256236,0.8278397000394762,m,2,1
198,77,hen,HF,0.3445124716553288,0.8172788000665605,z,2,1
199,46,lijsters,LF,0.7591836734693878,0.7847672000061721,z,2,1
0,17,clusters,LF,0.7289569160997732,0.9168991999467836,z,3,1
1,85,zag,HF,0.4990476190476191,0.7415267999749631,z,3,1
2,30,oker,LF,0.3913151927437642,0.6160882000112906,z,3,1
3,174,bluurde,none,0.4874149659863946,0.6554787999484688,m,3,1
4,8,ratels,LF,0.8842857142857142,0.8631494999863207,z,3,1
5,133,gefruld,none,0.88281179138322,0.8380102000664921,m,3,1
6,110,women,none,0.4578684807256236,0.7359965000068769,m,3,1
7,155,pals,none,0.4868707482993198,0.8453018000582233,m,3,1
8,40,topaas,LF,0.75421768707483,0.6670725001022221,z,3,1
9,55,recht,HF,0.5463718820861678,0.6309877999592572,z,3,1
10,27,flans,LF,0.6479591836734694,0.5765440000686795,m,3,0
11,93,dacht,HF,0.4514512471655329,0.5931878999108449,z,3,1
12,121,nammer,none,0.3958503401360544,0.6739593000384048,m,3,1
13,196,rokan,none,0.6312244897959184,0.9622672999976204,m,3,1
14,54,baby,HF,0.4545578231292517,0.6273822999792174,z,3,1
15,63,begin,HF,0.4794784580498866,0.5667963000014424,z,3,1
16,194,pruit,none,0.6024716553287982,0.6197426000144333,m,3,1
17,43,stengels,LF,0.7586621315192744,0.7523229999933392,z,3,1
18,72,lekker,HF,0.3890249433106576,0.533319600042887,z,3,1
19,181,herken,none,0.5039455782312925,0.5980530999368057,z,3,0
20,45,grief,LF,0.5177777777777778,0.7144027999602258,z,3,1
21,134,vrijk,none,0.6648526077097505,0.9316634000279008,m,3,1
22,56,hard,HF,0.4832879818594104,0.7514138999395072,z,3,1
23,132,fradingo,none,0.7437868480725623,0.942374899983406,m,3,1
24,41,zolders,LF,0.7216780045351474,1.733358500059694,z,3,1
25,152,grede,none,0.5429478458049887,1.1394826000323521,m,3,1
26,190,ploe,none,0.23392290249433104,0.7069092999445274,m,3,1
27,159,rastel,none,0.6509297052154195,0.8948907000012696,m,3,1
28,71,ogen,HF,0.4824036281179138,0.6734314999775961,z,3,1
29,183,zuun,none,0.4292517006802721,1.0426994999870658,m,3,1
30,129,grantel,none,0.6137414965986394,0.7136581999948248,m,3,1
31,145,bezans,none,0.7936507936507936,0.6839323000749573,m,3,1
32,109,giep,none,0.4608390022675737,0.7293208000482991,m,3,1
33,73,gemaakt,HF,0.8008390022675737,0.7038824999472126,z,3,1
34,130,bralat,none,0.6842176870748299,0.7798606000142172,m,3,1
35,106,slont,none,0.6466666666666666,0.7942717999685556,m,3,1
36,44,stram,LF,0.5876190476190476,0.7250914999749511,m,3,0
37,65,zoek,HF,0.4944671201814059,0.649788299924694,z,3,1
38,61,los,HF,0.5018140589569161,0.6181971000041813,z,3,1
39,94,gedaan,HF,0.6245578231292517,0.813024100032635,z,3,1
40,38,sfinxen,LF,0.6166213151927438,0.747944499948062,z,3,1
41,139,stodeum,none,0.6441043083900226,0.8909432999789715,m,3,1
42,79,uur,HF,0.3305215419501133,0.6211214999202639,z,3,1
43,169,plin,none,0.31798185941043083,0.6651245999382809,m,3,1
44,136,kumus,none,0.5232879818594104,1.2936979000223798,m,3,1
45,199,spodiel,none,0.7211791383219954,1.1438363000052052,m,3,1
46,125,kabrieken,none,0.5446485260770975,0.7691031999420375,m,3,1
47,33,woei,LF,0.3439455782312925,0.8363071000203491,z,3,1
48,80,eigen,HF,0.4820181405895692,0.8973492999793962,z,3,1
49,140,murselein,none,0.7366666666666667,0.7967900999356061,m,3,1
50,104,goont,none,0.6195918367346939,0.7977688999380916,m,3,1
51,151,plirken,none,0.5466893424036281,0.6932174999965355,m,3,1
52,83,vraag,HF,0.615827664399093,0.8090133999940008,z,3,1
53,126,zelijk,none,0.7470521541950114,0.8919344000751153,m,3,1
54,74,help,HF,0.4439455782312925,0.7647717000218108,z,3,1
55,114,gesmalpt,none,0.8913605442176871,0.9777062999783084,m,3,1
56,90,wist,HF,0.5760997732426304,0.7011660999851301,z,3,1
57,103,brum,none,0.34331065759637186,0.5932503999210894,m,3,1
58,89,geweest,HF,0.7779138321995465,0.7725318000884727,z,3,1
59,52,hield,HF,0.5931519274376417,0.5606091999216005,m,3,0
60,141,kimensie,none,0.6669841269841271,0.7311349000083283,m,3,1
61,23,strotten,LF,0.5194104308390023,0.8578990999376401,z,3,1
62,146,gewunnen,none,0.5544671201814059,0.8737826000433415,m,3,1
63,170,moksen,none,0.514172335600907,0.7273571999976411,m,3,1
64,167,pectars,none,0.6901814058956917,0.7180917999939993,m,3,1
65,171,glijp,none,0.5592290249433106,0.8442947999574244,m,3,1
66,37,rogge,LF,0.4180952380952381,0.8436760000186041,z,3,1
67,53,boek,HF,0.4394104308390023,0.6733393999747932,z,3,1
68,32,suste,LF,0.6104761904761905,0.6698476999299601,m,3,0
69,153,entel,none,0.5228344671201814,0.8972765000071377,m,3,1
70,6,puien,LF,0.3691156462585034,0.9457730000140144,m,3,0
71,187,gevupt,none,0.6875963718820862,0.8245850000530481,m,3,1
72,100,kom,HF,0.2878458049886621,0.7039315999718383,m,3,0
73,59,redden,HF,0.3632426303854875,0.6535792000358924,z,3,1
74,64,bezig,HF,0.6209523809523809,0.8953068000264466,z,3,1
75,168,stiraal,none,0.7700453514739231,0.834038499975577,m,3,1
76,102,labber,none,0.4050793650793651,1.2094065999845045,m,3,1
77,191,darboen,none,0.6270975056689342,0.7585432999767363,m,3,1
78,147,kuukt,none,0.4436734693877551,0.6158887000055984,m,3,1
79,142,gardien,none,0.5500680272108843,0.7778281000209972,m,3,1
80,144,ant,none,0.4819501133786848,0.6275440000463277,m,3,1
81,39,sjalot,LF,0.5982312925170068,0.7153514999663457,z,3,1
82,156,loedsels,none,0.7686848072562358,0.6453954000025988,m,3,1
83,97,zeg,HF,0.488843537414966,0.8619103999808431,z,3,1
84,51,plan,HF,0.3517687074829932,0.7486783000640571,z,3,1
85,107,gals,none,0.6466213151927438,0.955105600063689,m,3,1
86,154,gefaapt,none,0.8487528344671201,0.74951700004749,m,3,1
87,4,polders,LF,0.5961678004535147,0.6060553999850526,z,3,1
88,138,glaf,none,0.5436281179138323,0.6589153000386432,m,3,1
89,19,etui,LF,0.4205895691609977,0.7594301000935957,z,3,1
90,173,klaap,none,0.5418140589569161,0.6563125000102445,m,3,1
91,186,brad,none,0.4661451247165533,1.0452301000477746,m,3,1
92,95,dood,HF,0.5565986394557824,0.7073879999807104,z,3,1
93,197,zerder,none,0.5083673469387755,0.6992554001044482,m,3,1
94,24,wrongel,LF,0.5386848072562358,0.7147212999407202,m,3,0
95,7,rafel,LF,0.5744217687074828,0.9022423999849708,z,3,1
96,123,kiemeten,none,0.6588888888888889,0.7920946000376716,m,3,1
97,82,morgen,HF,0.4886621315192744,0.6703892000950873,z,3,1
98,185,drintels,none,0.7725396825396825,0.6265601000050083,m,3,1
99,119,doppel,none,0.39312925170068025,0.7537673999322578,m,3,1
100,18,deun,LF,0.4665532879818594,0.6632090000202879,m,3,0
101,165,tombel,none,0.4472108843537415,0.7178543000482023,m,3,1
102,137,smaan,none,0.5507256235827664,0.6754919000668451,m,3,1
103,108,geslonden,none,0.7017006802721089,0.7952603000449017,m,3,1
104,14,juffen,LF,0.4445124716553288,0.5559136999072507,m,3,0
105,2,hese,LF,0.5392517006802721,0.6814256000798196,z,3,1
106,135,vlorken,none,0.5808390022675737,0.8680001999018714,m,3,1
107,172,vlump,none,0.573469387755102,0.6832308999728411,m,3,1
108,176,kwarp,none,0.5111791383219955,0.828599700005725,m,3,1
109,68,soort,HF,0.6407256235827664,0.8175829000538215,z,3,1
110,188,klaam,none,0.4651700680272109,1.027243999997154,m,3,1
111,149,leumen,none,0.4952834467120181,0.7353531999979168,m,3,1
112,117,groeken,none,0.4692290249433106,0.6378098999848589,m,3,1
113,31,porde,LF,0.3671201814058957,0.6736928999889642,m,3,0
114,158,rufel,none,0.5402267573696146,0.7575786999659613,m,3,1
115,16,snert,LF,0.6224489795918368,0.8944261999567971,z,3,1
116,11,stekken,LF,0.4987074829931973,0.7403320000739768,m,3,0
117,42,lome,LF,0.4866893424036281,0.7397753000259399,z,3,1
118,105,jugen,none,0.5052607709750567,0.7463989000534639,m,3,1
119,69,sta,HF,0.4588888888888889,0.9338999000610784,z,3,1
120,87,ging,HF,0.39673469387755106,0.6967498000012711,z,3,1
121,178,gimmel,none,0.4918140589569161,0.727182799950242,m,3,1
122,5,ponten,LF,0.4158956916099773,0.7241291999816895,m,3,0
123,29,lanen,LF,0.5240136054421769,0.8074935999466106,m,3,0
124,115,liek,none,0.4517687074829932,0.8481490999693051,m,3,1
125,161,gietsen,none,0.5158276643990929,0.7907295000040904,m,3,1
126,9,reigers,LF,0.7401587301587301,0.7793588999193162,z,3,1
127,128,kandola,none,0.5002040816326531,1.0242709000594914,m,3,1
128,157,udel,none,0.35630385487528343,0.7957916000159457,m,3,1
129,175,nergen,none,0.5445804988662132,1.001982600078918,m,3,1
130,177,rons,none,0.5964625850340136,0.8892033000010997,m,3,1
131,124,vebras,none,0.8917233560090703,0.7272773999720812,m,3,1
